Duration (in seconds),Participation,Q1,Q2,Q3,Q4,Q5,I6,I7,I8,I9,I10,I11,I12,U6,U7,U8,U9,U10,U11,U12
139,Yes,Male,Some College,Caucasian or White,Hillary Clinton,1.9,1.1,1.1,4.1,4,3.9,3.9,4,,,,,,,
430,Yes,Male,High School,African American or Black,Donald Trump,4,6,2.1,2,1.1,2,1.1,3.9,,,,,,,
90,Yes,Female,Bachelor's Degree,Asian,Other,4,,,,,,,,1,1,3,4,5,1,4
162,Yes,Female,Some College,Caucasian or White,Donald Trump,7,1.1,1.1,3,1.1,1.1,1.1,5.8,,,,,,,
84,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,7,,,,,,,,1,1,1,7,7,7,7
150,Yes,Female,Bachelor's Degree,Caucasian or White,Other,3.1,,,,,,,,1.1,2.6,3,6,4.9,2.2,4.9
433,Yes,Male,Bachelor's Degree,Caucasian or White,Did not vote,1,,,,,,,,7,7,7,1,1,1,1
227,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,5.6,,,,,,,,7,4.5,2.1,6.1,4.4,1.7,5
250,Yes,Male,Bachelor's Degree,Caucasian or White,Other,4,,,,,,,,5,3,4.5,2,3,1,6
254,Yes,Male,Bachelor's Degree,Caucasian or White,Other,7,,,,,,,,4.8,7,7,1,1,1,1.9
213,Yes,Female,Some College,Caucasian or White,Hillary Clinton,2.7,,,,,,,,1,1,1,3,5,3,4
218,Yes,Female,High School,Caucasian or White,Hillary Clinton,5.1,1.1,1.9,3.4,5.9,5.6,5.9,4,,,,,,,
170,Yes,Male,Bachelor's Degree,Caucasian or White,Other,4.6,1.5,1,5.4,2,2.5,4,5.5,,,,,,,
220,Yes,Female,Some College,African American or Black,Hillary Clinton,7,3.5,2.9,6.3,2.1,3.2,2.4,4.1,,,,,,,
243,Yes,Female,Some College,African American or Black,Hillary Clinton,5.8,1,1,1,7,6.6,1,6.8,,,,,,,
239,Yes,Female,Some College,Caucasian or White,Donald Trump,6.1,,,,,,,,7,7,5.1,1,1,1,6.1
222,Yes,Male,Bachelor's Degree,Asian,Hillary Clinton,4.4,,,,,,,,1.6,2.3,4.2,1,3.1,1,4.1
211,Yes,Female,High School,Caucasian or White,Did not vote,4.6,7,1.3,7,1,1,1,3.7,,,,,,,
152,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,4.4,,,,,,,,2.7,4.1,3.4,2.5,3.2,1.5,3.5
176,Yes,Male,Bachelor's Degree,Asian,Hillary Clinton,5.2,7,5.8,6.4,2,2.9,1.9,2.9,,,,,,,
399,Yes,Male,Bachelor's Degree,Caucasian or White,Did not vote,2,1,7,7,1,1,1,5,,,,,,,
137,Yes,Male,Some College,Other,Donald Trump,7,7,1,7,1,1,1,4.3,,,,,,,
167,Yes,Male,Master's Degree,Asian,Did not vote,7,7,1,5.3,1,1,1,4,,,,,,,
230,Yes,Female,Bachelor's Degree,Other,Hillary Clinton,6.8,1,1,1,7,7,7,4,,,,,,,
108,Yes,Female,Master's Degree,Caucasian or White,Hillary Clinton,5.7,1,1,1,5.9,6.1,6,6.1,,,,,,,
181,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,5.1,,,,,,,,5,2,5.1,1.9,1.9,1.9,1.9
130,Yes,Female,Some College,Caucasian or White,Hillary Clinton,4.8,,,,,,,,1,1,1,5.2,5.4,6,4
358,Yes,Female,Some College,Caucasian or White,Hillary Clinton,5.1,,,,,,,,1.2,1,6.5,1,1,1,5.1
484,Yes,Female,Some College,Caucasian or White,Did not vote,6.2,2,1,1,2,2,2,5,,,,,,,
128,Yes,Female,Some College,African American or Black,Hillary Clinton,4,1,1,3.9,1,1,1,5.9,,,,,,,
102,Yes,Female,Some College,Caucasian or White,Other,5.2,1.9,1,3.5,4.3,1.8,1.1,5.9,,,,,,,
409,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,,,,,,,,2.1,1.1,1.2,5.6,3,1.9,6
773,Yes,Male,Some College,African American or Black,Did not vote,2,,,,,,,,3.5,2,1,2.2,1,1,3.5
133,Yes,Female,Bachelor's Degree,Caucasian or White,Did not vote,6,,,,,,,,1,1,1,7,7,6,4
279,Yes,Female,High School,Caucasian or White,Did not vote,5.1,1.5,1,1.3,5.8,5.8,3.4,6.1,,,,,,,
239,Yes,Male,Bachelor's Degree,Asian,Did not vote,5.7,1,1,4,1.9,4,1.8,4,,,,,,,
59,Yes,Male,Master's Degree,Caucasian or White,Hillary Clinton,4.5,1.5,1.5,5.1,5.3,5.6,4.7,3.9,,,,,,,
176,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,,,,,,,,7,4,1,7,7,7,7
384,Yes,Female,Master's Degree,Caucasian or White,Donald Trump,7,,,,,,,,6.9,7,5.7,5.8,5.7,5.9,5.4
102,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,5,1,1,2,5,5,3,4,,,,,,,
86,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,1.9,,,,,,,,1,1,1.1,4.1,2.5,7,7
207,Yes,Female,Some College,Caucasian or White,Donald Trump,7,7,2,7,1,1.1,1.1,4.4,,,,,,,
182,Yes,Male,Bachelor's Degree,Hispanic or Latino,Donald Trump,7,7,7,6.8,1.1,1.1,1.1,4.1,,,,,,,
163,Yes,Female,High School,Caucasian or White,Hillary Clinton,7,1,1,1,7,7,7,7,,,,,,,
3816,Yes,Female,Bachelor's Degree,Native American or American Indian,Hillary Clinton,6.6,6,6.1,6.5,6.1,6.2,6.9,5.9,,,,,,,
272,Yes,Female,Bachelor's Degree,Caucasian or White,Other,5.8,,,,,,,,3.7,1,5.7,1.9,1.6,1.1,3.7
191,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,4.5,2,1,1,6.8,5.1,6.6,4,,,,,,,
188,Yes,Female,Doctoral Degree or Equivalent,African American or Black,Hillary Clinton,5.8,,,,,,,,1.1,1.1,1,2.9,6.2,2.3,6.1
469,Yes,Female,Some College,Caucasian or White,Did not vote,4,,,,,,,,1,1,1.9,5,5,3,6.1
272,Yes,Male,Doctoral Degree or Equivalent,Caucasian or White,Donald Trump,4,,,,,,,,4.8,3.6,4.8,3.6,3.3,4.5,4.6
162,Yes,Female,High School,Caucasian or White,Donald Trump,7,,,,,,,,7,7,7,1,1,1,4.8
196,Yes,Female,Bachelor's Degree,Asian,Donald Trump,4.1,,,,,,,,4.1,1.3,6,1.7,1.9,1.8,1.9
257,Yes,Female,Some College,Caucasian or White,Did not vote,7,7,3,1,1,3,2,5,,,,,,,
164,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,2.3,4.1,3.8,2.9,1.2,1.1,1.1,5.4,,,,,,,
78,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,5.3,2.7,5.6,6,5.1,2.9,4.1,3.6,,,,,,,
163,Yes,Female,Bachelor's Degree,Asian,Hillary Clinton,5,,,,,,,,3.3,1.8,4,5.3,5.2,2.7,4.2
1142,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,2.7,1.8,6,2.4,2.6,1.8,6.1,2.1,,,,,,,
657,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,6,,,,,,,,1,1,1,6,5,4.5,6
285,Yes,Female,Some College,Caucasian or White,Did not vote,4.1,1.9,1.1,2.1,1.5,1.5,1.4,4.1,,,,,,,
378,Yes,Female,Some College,Caucasian or White,Donald Trump,5.6,7,4.2,6.7,2.1,1.1,1.1,2.1,,,,,,,
171,Yes,Female,Bachelor's Degree,Asian,Hillary Clinton,5,1,1,1,1,2,1,4,,,,,,,
244,Yes,Female,Some College,Other,Did not vote,1,1,1,1,7,4,4,4,,,,,,,
153,Yes,Male,Some College,Caucasian or White,Donald Trump,4.5,,,,,,,,3.6,4.1,5.6,1.3,1.4,1.1,2.5
274,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,7,,,,,,,,1,1,1,5,4.5,5,6
4622,Yes,Male,High School,Caucasian or White,Donald Trump,5,,,,,,,,4.5,4.6,3.5,1,2,1,3.5
80,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,5.2,,,,,,,,7,7,7,1,1,1,1
65,Yes,Female,Some College,Caucasian or White,Donald Trump,4.7,,,,,,,,5,3.6,2.3,6.1,6.3,2.4,6
146,Yes,Female,Master's Degree,Native American or American Indian,Donald Trump,4.6,7,2.5,7,1,1,1,1,,,,,,,
196,Yes,Male,Some College,Asian,Hillary Clinton,7,,,,,,,,1,1,1,3.8,3.7,3.9,6.2
124,Yes,Female,Bachelor's Degree,Caucasian or White,Other,1,1,1,1,7,4.5,4,7,,,,,,,
101,Yes,Female,Master's Degree,Caucasian or White,Hillary Clinton,4.1,,,,,,,,1,1,1.6,4.9,4.4,4.4,4.4
216,Yes,Male,Bachelor's Degree,Caucasian or White,Did not vote,5,,,,,,,,7,4,3,1,1,1,3.6
290,Yes,Male,Bachelor's Degree,Caucasian or White,Did not vote,7,7,7,7,1,1,1,2,,,,,,,
136,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,7,6.5,6.5,6.6,6.8,6.5,4.6,7,,,,,,,
440,Yes,Female,Some College,Caucasian or White,Hillary Clinton,1.8,,,,,,,,1,1,3.2,2.3,3.3,3.1,2.1
287,Yes,Male,High School,African American or Black,Hillary Clinton,4.2,4.1,5.5,2.9,4.9,2.9,5.4,3.6,,,,,,,
126,Yes,Female,Some College,Caucasian or White,Hillary Clinton,4.9,,,,,,,,1,1,1,7,1.1,6.1,6.5
1932,Yes,Female,Master's Degree,Caucasian or White,Did not vote,1,6,6,7,1,1,1,1,,,,,,,
249,Yes,Female,Some College,Caucasian or White,Did not vote,5,,,,,,,,2.9,7,7,1,1,1,1
109,Yes,Male,Some College,Asian,Did not vote,4,1,1,1,7,7,7,6,,,,,,,
95,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,5.1,1.6,1.6,2.7,3.6,3.5,3.6,6.1,,,,,,,
185,Yes,Male,Bachelor's Degree,Caucasian or White,Other,7,1,1,1,7,7,7,7,,,,,,,
668,Yes,Female,High School,Other,Did not vote,5.1,1,1,5.2,1,1,1,4,,,,,,,
4953,Yes,Male,Bachelor's Degree,Native American or American Indian,Hillary Clinton,6,,,,,,,,6.2,6,6.3,5.6,5.6,5.6,6.2
167,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,6.1,,,,,,,,1,1,1.7,7,7,3.7,7
168,Yes,Male,Bachelor's Degree,Asian,Donald Trump,3.6,5.1,3.1,4,3.1,4,3.7,4,,,,,,,
305,Yes,Male,Some College,Caucasian or White,Donald Trump,6.3,,,,,,,,5.9,3.2,6.3,1,1,1,5.8
171,Yes,Male,Doctoral Degree or Equivalent,Hispanic or Latino,Hillary Clinton,6.1,1.1,1.1,1.1,5,5.2,5,6.2,,,,,,,
189,Yes,Female,Doctoral Degree or Equivalent,Caucasian or White,Hillary Clinton,3.5,,,,,,,,1,1,1,6,5.5,5,6
122,Yes,Male,High School,Caucasian or White,Hillary Clinton,3.4,,,,,,,,1.5,1.6,2.1,5.2,4.3,4.2,6
214,Yes,Male,Master's Degree,Caucasian or White,Donald Trump,4.2,,,,,,,,3.9,4.2,4.4,4.3,3.3,4.4,2.8
263,Yes,Female,Some College,Caucasian or White,Donald Trump,7,7,5,7,1,1,1,3,,,,,,,
138,Yes,Female,Some College,Caucasian or White,Donald Trump,4.8,,,,,,,,7,3.8,6.7,1,1,1.1,3.4
212,Yes,Female,Master's Degree,Caucasian or White,Other,4.1,,,,,,,,2,1,4,6.3,5.1,1.6,7
189,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,6.1,3,6,3.5,1,1,1,4,,,,,,,
207,Yes,Female,Some College,African American or Black,Did not vote,7,,,,,,,,1,1,1,7,7,1,7
439,Yes,Male,Doctoral Degree or Equivalent,Caucasian or White,Donald Trump,5.1,,,,,,,,6.8,5.9,6.1,5.1,5.2,5.4,6.5
125,Yes,Female,Some College,Hispanic or Latino,Hillary Clinton,4.9,1.1,1.1,1.1,1.1,2.7,1.1,3.2,,,,,,,
221,Yes,Male,Bachelor's Degree,Caucasian or White,Other,4,2,3,5,1.1,1.1,1.1,4,,,,,,,
257,Yes,Female,High School,Caucasian or White,Hillary Clinton,4,,,,,,,,1.5,1.1,1.1,4.5,4.5,4.5,5.5
70,Yes,Male,Some College,Caucasian or White,Other,4.8,4.2,4.5,4.4,4.2,4.6,4.6,4.1,,,,,,,
94,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,6.1,,,,,,,,6,5.5,5.5,5.5,4.9,6.2,6.1
224,Yes,Male,Bachelor's Degree,Caucasian or White,Other,3,1,2,2,3,2.3,1,4,,,,,,,
317,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,3,3,2,3.1,1.5,1.5,1.5,4,,,,,,,
1662,Yes,Female,Bachelor's Degree,Hispanic or Latino,Donald Trump,5.2,,,,,,,,5.4,5.9,5,1.4,1.7,1.1,3.6
189,Yes,Male,Bachelor's Degree,African American or Black,Donald Trump,7,7,1,7,1,1,1,7,,,,,,,
156,Yes,Male,Bachelor's Degree,Caucasian or White,Other,2.5,4,5,4,1.5,3,1.2,5.6,,,,,,,
274,Yes,Female,Some College,Caucasian or White,Donald Trump,5.1,,,,,,,,4,4,5.1,2,2.5,1,4
179,Yes,Female,Master's Degree,Caucasian or White,Hillary Clinton,7,,,,,,,,4.3,1,7,2.5,1.2,1,1.9
166,Yes,Female,Some College,Caucasian or White,Did not vote,5,,,,,,,,4,3,3,1,1,1,4
141,Yes,Male,Bachelor's Degree,Hispanic or Latino,Hillary Clinton,5.5,1,1,1.6,5.8,5.6,3.4,5,,,,,,,
246,Yes,Male,Some College,Caucasian or White,Other,7,1,1,1,6,6,3,7,,,,,,,
242,Yes,Female,Master's Degree,Caucasian or White,Hillary Clinton,6,1,1,1,6,6,5.5,4,,,,,,,
249,Yes,Female,Master's Degree,Caucasian or White,Donald Trump,6.5,7,1,7,1,1,1,4,,,,,,,
315,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,7,7,7,7,1,1,1,4,,,,,,,
348,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,3,,,,,,,,2.2,1,3,5.3,4,4.6,3.4
549,Yes,Male,Some College,Caucasian or White,Hillary Clinton,7,,,,,,,,7,3.9,5.2,1.1,1.4,1.1,4.4
246,Yes,Female,Master's Degree,Caucasian or White,Hillary Clinton,5.2,1.1,1.1,1.1,4.1,4,3.5,6.4,,,,,,,
628,Yes,Female,Some College,Caucasian or White,Hillary Clinton,7,,,,,,,,1,1,7,1,1,1,6
564,Yes,Female,Master's Degree,Caucasian or White,Hillary Clinton,7,,,,,,,,1.1,1.1,1.7,6.2,6.6,4.7,5.2
105,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,5.1,,,,,,,,4.9,6.1,5.7,5.4,4.3,6,4.4
285,Yes,Male,Some College,Caucasian or White,Did not vote,7,7,1,7,1,1,1,7,,,,,,,
1412,Yes,Male,Master's Degree,Caucasian or White,Hillary Clinton,3,,,,,,,,2,1,4,3,4,2,6
1538,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,5.2,4.9,2.5,5.6,5.5,4.4,5.7,5.1,,,,,,,
173,Yes,Male,Some College,African American or Black,Hillary Clinton,7,1,1,6.1,4,1.9,1.9,6,,,,,,,
225,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,5.1,,,,,,,,7,1.4,6.1,1,4,1,4
176,Yes,Female,Some College,Caucasian or White,Hillary Clinton,6.1,,,,,,,,1,1,1,7,7,7,7
289,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,5,1,1,3,1,3,1,4,,,,,,,
161,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,6.8,7,2.3,7,1,1,1,5,,,,,,,
1640,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,5,,,,,,,,1.8,1.8,4,3.1,3,1,6.9
520,Yes,Female,Doctoral Degree or Equivalent,African American or Black,Hillary Clinton,4,,,,,,,,1,1,4,4,1,4,4
130,Yes,Female,Master's Degree,Asian,Donald Trump,4.1,2.5,1.4,3,3,2,1.8,6.1,,,,,,,
283,Yes,Female,Some College,Hispanic or Latino,Hillary Clinton,3.5,,,,,,,,1,1,4,3,6,1,4
513,Yes,Male,Doctoral Degree or Equivalent,Caucasian or White,Donald Trump,5.8,,,,,,,,4.8,3.7,6.9,5.9,4.6,4.5,6.5
466,Yes,Female,Some College,African American or Black,Did not vote,5,6,3,2,6,6,5,6,,,,,,,
134,Yes,Male,Some College,Caucasian or White,Hillary Clinton,5,1,1,1,5,5,5,5,,,,,,,
364,Yes,Male,Bachelor's Degree,African American or Black,Did not vote,1.5,2,1,1,2,2,1,4,,,,,,,
399,Yes,Female,Some College,Caucasian or White,Donald Trump,5.8,,,,,,,,6,3.5,5.5,1.9,1.5,1.2,3.5
